prepro,encoding
kabir singh portrays the emotional high and lows of young lo that is supplaed with physical attraction anger and indulge behavior the background music shows these there is something called chemistry which plays a big role at first look young lo only the ending made no sense i ha known many kabir singh couples in college,0
sucharita tyagi is chutiya critic,2
expecting joker review from side ry soon that ll be ry sensible,0
having sex before getting married how could this be correct,2
i m waiting for u this is my coact no,0
he is a hero,0
this movie has gin a damn tight slap on fake feminist a k a liberals metaphorically relating to sucharita,2
shwetabh i would really like to hear your thoughts on joker it will be really great if you come up with that,0
freedom of expression kasthuri it s bullshit that lady should be kicked out immediately out of coury american acce desi useless author,0
prateek bulls eye you just shut them up nicely,1
i didn t watch the movie and i ha no remorse three simple rules which help me to decide whether to watch or not to watch a movie if it is a bollywood movie with an age old lo story then it s a big no no if it is a movie which is promoting any form of stupid propaganda then sorry if it s a movie with a big starcast consisting products of nepotism then nope,0
joker was a hit in india,0
we are a generation of men raised by women i t think a woman is the answer we need brad pitt fight club feminists would be like how dare he say that women are the lifesource of men its disrespectful metoo www youtube com results search query metoo destroymanhood www youtube com results search query destroymanhood,1
inhustice happened director was seenced but a girl is also a criminal according to law girl should also be punished inshort she is a bitch and after this case pares might ha been abused by area,0
first of all we ha to watch movie for eertainme only ery time we can t judge movie if we are not getting anything from it i am talking about individual i am agree with shwetabh for some opinion but kabir singh has lots of other elemes to analyse basically movie main character ke poi of view se dikhayi hai aur movie dekh ke hum apana dimag kharab kar rahe then i am sorry hum movie aur real life ko samaz nhi rahe hai you ha to be ry practical about yourself society movie and reviews like this end of the day life money pe chalti hai not these movie again person to person differ karta hai it s not about right or wrong but differe perception only,1
it s a smart movie for dumb people my opinion,0
